Polish,English,Link
plecy,back,https://translate.google.com/translate_tts?ie=UTF-8&q=plecy&tl=pl&client=tw-ob
niedawno,recently,https://translate.google.com/translate_tts?ie=UTF-8&q=niedawno&tl=pl&client=tw-ob
wyjątkiem,exception,https://translate.google.com/translate_tts?ie=UTF-8&q=wyjątkiem&tl=pl&client=tw-ob
używa,use,https://translate.google.com/translate_tts?ie=UTF-8&q=używa&tl=pl&client=tw-ob
znajdą,they will find,https://translate.google.com/translate_tts?ie=UTF-8&q=znajdą&tl=pl&client=tw-ob
walter,Walter,https://translate.google.com/translate_tts?ie=UTF-8&q=walter&tl=pl&client=tw-ob
hotel,hotel,https://translate.google.com/translate_tts?ie=UTF-8&q=hotel&tl=pl&client=tw-ob
molly,molly,https://translate.google.com/translate_tts?ie=UTF-8&q=molly&tl=pl&client=tw-ob
imienia,names,https://translate.google.com/translate_tts?ie=UTF-8&q=imienia&tl=pl&client=tw-ob
brawo,way to go,https://translate.google.com/translate_tts?ie=UTF-8&q=brawo&tl=pl&client=tw-ob
pełen,full,https://translate.google.com/translate_tts?ie=UTF-8&q=pełen&tl=pl&client=tw-ob
ślubu,wedding,https://translate.google.com/translate_tts?ie=UTF-8&q=ślubu&tl=pl&client=tw-ob
odpowiedzieć,reply,https://translate.google.com/translate_tts?ie=UTF-8&q=odpowiedzieć&tl=pl&client=tw-ob
porucznik,lieutenant,https://translate.google.com/translate_tts?ie=UTF-8&q=porucznik&tl=pl&client=tw-ob
połączenie,connection,https://translate.google.com/translate_tts?ie=UTF-8&q=połączenie&tl=pl&client=tw-ob
darmo,free,https://translate.google.com/translate_tts?ie=UTF-8&q=darmo&tl=pl&client=tw-ob
bracia,brethren,https://translate.google.com/translate_tts?ie=UTF-8&q=bracia&tl=pl&client=tw-ob
rąk,cancer,https://translate.google.com/translate_tts?ie=UTF-8&q=rąk&tl=pl&client=tw-ob
strachu,fear,https://translate.google.com/translate_tts?ie=UTF-8&q=strachu&tl=pl&client=tw-ob
sean,sean,https://translate.google.com/translate_tts?ie=UTF-8&q=sean&tl=pl&client=tw-ob
bzdury,nonsense,https://translate.google.com/translate_tts?ie=UTF-8&q=bzdury&tl=pl&client=tw-ob
wiatr,wind,https://translate.google.com/translate_tts?ie=UTF-8&q=wiatr&tl=pl&client=tw-ob
muzyki,music,https://translate.google.com/translate_tts?ie=UTF-8&q=muzyki&tl=pl&client=tw-ob
przyjdź,come,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjdź&tl=pl&client=tw-ob
odeszła,has gone,https://translate.google.com/translate_tts?ie=UTF-8&q=odeszła&tl=pl&client=tw-ob
małej,small,https://translate.google.com/translate_tts?ie=UTF-8&q=małej&tl=pl&client=tw-ob
wojnie,war,https://translate.google.com/translate_tts?ie=UTF-8&q=wojnie&tl=pl&client=tw-ob
ameryki,America,https://translate.google.com/translate_tts?ie=UTF-8&q=ameryki&tl=pl&client=tw-ob
północ,midnight,https://translate.google.com/translate_tts?ie=UTF-8&q=północ&tl=pl&client=tw-ob
znacie,you know,https://translate.google.com/translate_tts?ie=UTF-8&q=znacie&tl=pl&client=tw-ob
alan,Alan,https://translate.google.com/translate_tts?ie=UTF-8&q=alan&tl=pl&client=tw-ob
bohaterem,hero,https://translate.google.com/translate_tts?ie=UTF-8&q=bohaterem&tl=pl&client=tw-ob
biegnij,run,https://translate.google.com/translate_tts?ie=UTF-8&q=biegnij&tl=pl&client=tw-ob
romans,Romance,https://translate.google.com/translate_tts?ie=UTF-8&q=romans&tl=pl&client=tw-ob
przerwę,break,https://translate.google.com/translate_tts?ie=UTF-8&q=przerwę&tl=pl&client=tw-ob
rozmawiamy,We talk,https://translate.google.com/translate_tts?ie=UTF-8&q=rozmawiamy&tl=pl&client=tw-ob
piwnicy,basement,https://translate.google.com/translate_tts?ie=UTF-8&q=piwnicy&tl=pl&client=tw-ob
sprawiedliwości,justice,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawiedliwości&tl=pl&client=tw-ob
przyjemnością,pleasure,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjemnością&tl=pl&client=tw-ob
czerwony,red,https://translate.google.com/translate_tts?ie=UTF-8&q=czerwony&tl=pl&client=tw-ob
uśmiech,smile,https://translate.google.com/translate_tts?ie=UTF-8&q=uśmiech&tl=pl&client=tw-ob
bedzie,will be,https://translate.google.com/translate_tts?ie=UTF-8&q=bedzie&tl=pl&client=tw-ob
bomba,bomb,https://translate.google.com/translate_tts?ie=UTF-8&q=bomba&tl=pl&client=tw-ob
sił,strength,https://translate.google.com/translate_tts?ie=UTF-8&q=sił&tl=pl&client=tw-ob
wsiadaj,get on,https://translate.google.com/translate_tts?ie=UTF-8&q=wsiadaj&tl=pl&client=tw-ob
anglii,England,https://translate.google.com/translate_tts?ie=UTF-8&q=anglii&tl=pl&client=tw-ob
witajcie,Hello,https://translate.google.com/translate_tts?ie=UTF-8&q=witajcie&tl=pl&client=tw-ob
zmęczona,tired,https://translate.google.com/translate_tts?ie=UTF-8&q=zmęczona&tl=pl&client=tw-ob
robiła,she did,https://translate.google.com/translate_tts?ie=UTF-8&q=robiła&tl=pl&client=tw-ob
napić,drink,https://translate.google.com/translate_tts?ie=UTF-8&q=napić&tl=pl&client=tw-ob
ręka,hand,https://translate.google.com/translate_tts?ie=UTF-8&q=ręka&tl=pl&client=tw-ob
zauważyłem,I noticed,https://translate.google.com/translate_tts?ie=UTF-8&q=zauważyłem&tl=pl&client=tw-ob
kupił,bought,https://translate.google.com/translate_tts?ie=UTF-8&q=kupił&tl=pl&client=tw-ob
słyszał,he heard,https://translate.google.com/translate_tts?ie=UTF-8&q=słyszał&tl=pl&client=tw-ob
zakończyć,end,https://translate.google.com/translate_tts?ie=UTF-8&q=zakończyć&tl=pl&client=tw-ob
bar,bar,https://translate.google.com/translate_tts?ie=UTF-8&q=bar&tl=pl&client=tw-ob
życzę,I wish,https://translate.google.com/translate_tts?ie=UTF-8&q=życzę&tl=pl&client=tw-ob
pełna,full,https://translate.google.com/translate_tts?ie=UTF-8&q=pełna&tl=pl&client=tw-ob
książę,prince,https://translate.google.com/translate_tts?ie=UTF-8&q=książę&tl=pl&client=tw-ob
ważny,important,https://translate.google.com/translate_tts?ie=UTF-8&q=ważny&tl=pl&client=tw-ob
wchodzę,I enter,https://translate.google.com/translate_tts?ie=UTF-8&q=wchodzę&tl=pl&client=tw-ob
niebie,heaven,https://translate.google.com/translate_tts?ie=UTF-8&q=niebie&tl=pl&client=tw-ob
systemu,system,https://translate.google.com/translate_tts?ie=UTF-8&q=systemu&tl=pl&client=tw-ob
zamierza,intends,https://translate.google.com/translate_tts?ie=UTF-8&q=zamierza&tl=pl&client=tw-ob
zbliża,is approaching,https://translate.google.com/translate_tts?ie=UTF-8&q=zbliża&tl=pl&client=tw-ob
okres,period,https://translate.google.com/translate_tts?ie=UTF-8&q=okres&tl=pl&client=tw-ob
biedny,poor,https://translate.google.com/translate_tts?ie=UTF-8&q=biedny&tl=pl&client=tw-ob
kapitana,captain,https://translate.google.com/translate_tts?ie=UTF-8&q=kapitana&tl=pl&client=tw-ob
zabijać,kill,https://translate.google.com/translate_tts?ie=UTF-8&q=zabijać&tl=pl&client=tw-ob
przypadkiem,by chance,https://translate.google.com/translate_tts?ie=UTF-8&q=przypadkiem&tl=pl&client=tw-ob
nadziei,hope,https://translate.google.com/translate_tts?ie=UTF-8&q=nadziei&tl=pl&client=tw-ob
wybierasz,you choose,https://translate.google.com/translate_tts?ie=UTF-8&q=wybierasz&tl=pl&client=tw-ob
ciężki,heavy,https://translate.google.com/translate_tts?ie=UTF-8&q=ciężki&tl=pl&client=tw-ob
zapytaj,ask,https://translate.google.com/translate_tts?ie=UTF-8&q=zapytaj&tl=pl&client=tw-ob
wszedł,entered,https://translate.google.com/translate_tts?ie=UTF-8&q=wszedł&tl=pl&client=tw-ob
zaszczyt,honor,https://translate.google.com/translate_tts?ie=UTF-8&q=zaszczyt&tl=pl&client=tw-ob
ostatniego,last,https://translate.google.com/translate_tts?ie=UTF-8&q=ostatniego&tl=pl&client=tw-ob
lesie,Forest,https://translate.google.com/translate_tts?ie=UTF-8&q=lesie&tl=pl&client=tw-ob
okropnie,terribly,https://translate.google.com/translate_tts?ie=UTF-8&q=okropnie&tl=pl&client=tw-ob
wakacje,holidays,https://translate.google.com/translate_tts?ie=UTF-8&q=wakacje&tl=pl&client=tw-ob
aresztowany,arrested,https://translate.google.com/translate_tts?ie=UTF-8&q=aresztowany&tl=pl&client=tw-ob
głosy,voices,https://translate.google.com/translate_tts?ie=UTF-8&q=głosy&tl=pl&client=tw-ob
widzieliście,you saw,https://translate.google.com/translate_tts?ie=UTF-8&q=widzieliście&tl=pl&client=tw-ob
lewej,left,https://translate.google.com/translate_tts?ie=UTF-8&q=lewej&tl=pl&client=tw-ob
skomplikowane,complicated,https://translate.google.com/translate_tts?ie=UTF-8&q=skomplikowane&tl=pl&client=tw-ob
gary,gary,https://translate.google.com/translate_tts?ie=UTF-8&q=gary&tl=pl&client=tw-ob
tajemnicy,secret,https://translate.google.com/translate_tts?ie=UTF-8&q=tajemnicy&tl=pl&client=tw-ob
szkołę,School,https://translate.google.com/translate_tts?ie=UTF-8&q=szkołę&tl=pl&client=tw-ob
zespołu,team,https://translate.google.com/translate_tts?ie=UTF-8&q=zespołu&tl=pl&client=tw-ob
uważać,consider,https://translate.google.com/translate_tts?ie=UTF-8&q=uważać&tl=pl&client=tw-ob
chciałabyś,you would like,https://translate.google.com/translate_tts?ie=UTF-8&q=chciałabyś&tl=pl&client=tw-ob
programu,program,https://translate.google.com/translate_tts?ie=UTF-8&q=programu&tl=pl&client=tw-ob
duszy,soul,https://translate.google.com/translate_tts?ie=UTF-8&q=duszy&tl=pl&client=tw-ob
połowa,half,https://translate.google.com/translate_tts?ie=UTF-8&q=połowa&tl=pl&client=tw-ob
książka,book,https://translate.google.com/translate_tts?ie=UTF-8&q=książka&tl=pl&client=tw-ob
stopy,feet,https://translate.google.com/translate_tts?ie=UTF-8&q=stopy&tl=pl&client=tw-ob
odpocząć,to rest,https://translate.google.com/translate_tts?ie=UTF-8&q=odpocząć&tl=pl&client=tw-ob
ramię,arm,https://translate.google.com/translate_tts?ie=UTF-8&q=ramię&tl=pl&client=tw-ob
przygotuj,prepare,https://translate.google.com/translate_tts?ie=UTF-8&q=przygotuj&tl=pl&client=tw-ob
julie,Julie,https://translate.google.com/translate_tts?ie=UTF-8&q=julie&tl=pl&client=tw-ob
przeżyć,survive,https://translate.google.com/translate_tts?ie=UTF-8&q=przeżyć&tl=pl&client=tw-ob
kolacji,dinner,https://translate.google.com/translate_tts?ie=UTF-8&q=kolacji&tl=pl&client=tw-ob
skończyła,she ended,https://translate.google.com/translate_tts?ie=UTF-8&q=skończyła&tl=pl&client=tw-ob
niedobrze,not good,https://translate.google.com/translate_tts?ie=UTF-8&q=niedobrze&tl=pl&client=tw-ob
kontynuować,to continue,https://translate.google.com/translate_tts?ie=UTF-8&q=kontynuować&tl=pl&client=tw-ob
skończyło,is over,https://translate.google.com/translate_tts?ie=UTF-8&q=skończyło&tl=pl&client=tw-ob
znieść,bear,https://translate.google.com/translate_tts?ie=UTF-8&q=znieść&tl=pl&client=tw-ob
interesujące,interesting,https://translate.google.com/translate_tts?ie=UTF-8&q=interesujące&tl=pl&client=tw-ob
taylor,Taylor,https://translate.google.com/translate_tts?ie=UTF-8&q=taylor&tl=pl&client=tw-ob
wpaść,fall in,https://translate.google.com/translate_tts?ie=UTF-8&q=wpaść&tl=pl&client=tw-ob
szpital,hospital,https://translate.google.com/translate_tts?ie=UTF-8&q=szpital&tl=pl&client=tw-ob
zasługuje,deserves,https://translate.google.com/translate_tts?ie=UTF-8&q=zasługuje&tl=pl&client=tw-ob
własnych,own,https://translate.google.com/translate_tts?ie=UTF-8&q=własnych&tl=pl&client=tw-ob
miecz,sword,https://translate.google.com/translate_tts?ie=UTF-8&q=miecz&tl=pl&client=tw-ob
pracujemy,We work,https://translate.google.com/translate_tts?ie=UTF-8&q=pracujemy&tl=pl&client=tw-ob
rolę,role,https://translate.google.com/translate_tts?ie=UTF-8&q=rolę&tl=pl&client=tw-ob
zabiją,kills,https://translate.google.com/translate_tts?ie=UTF-8&q=zabiją&tl=pl&client=tw-ob
dotyczy,refers to,https://translate.google.com/translate_tts?ie=UTF-8&q=dotyczy&tl=pl&client=tw-ob
poprosić,ask,https://translate.google.com/translate_tts?ie=UTF-8&q=poprosić&tl=pl&client=tw-ob
ofiarą,victim,https://translate.google.com/translate_tts?ie=UTF-8&q=ofiarą&tl=pl&client=tw-ob
pozycji,position,https://translate.google.com/translate_tts?ie=UTF-8&q=pozycji&tl=pl&client=tw-ob
zginąć,die,https://translate.google.com/translate_tts?ie=UTF-8&q=zginąć&tl=pl&client=tw-ob
prysznic,shower,https://translate.google.com/translate_tts?ie=UTF-8&q=prysznic&tl=pl&client=tw-ob
łóżko,bed,https://translate.google.com/translate_tts?ie=UTF-8&q=łóżko&tl=pl&client=tw-ob
sprawić,make,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawić&tl=pl&client=tw-ob
rozmawiałam,I was talking,https://translate.google.com/translate_tts?ie=UTF-8&q=rozmawiałam&tl=pl&client=tw-ob
zakupy,shopping,https://translate.google.com/translate_tts?ie=UTF-8&q=zakupy&tl=pl&client=tw-ob
grze,game,https://translate.google.com/translate_tts?ie=UTF-8&q=grze&tl=pl&client=tw-ob
zejdź,go down,https://translate.google.com/translate_tts?ie=UTF-8&q=zejdź&tl=pl&client=tw-ob
gówna,shit,https://translate.google.com/translate_tts?ie=UTF-8&q=gówna&tl=pl&client=tw-ob
dumna,proud,https://translate.google.com/translate_tts?ie=UTF-8&q=dumna&tl=pl&client=tw-ob
żołnierzy,soldiers,https://translate.google.com/translate_tts?ie=UTF-8&q=żołnierzy&tl=pl&client=tw-ob
sędzia,judge,https://translate.google.com/translate_tts?ie=UTF-8&q=sędzia&tl=pl&client=tw-ob
city,city,https://translate.google.com/translate_tts?ie=UTF-8&q=city&tl=pl&client=tw-ob
obrony,defense,https://translate.google.com/translate_tts?ie=UTF-8&q=obrony&tl=pl&client=tw-ob
próba,attempt,https://translate.google.com/translate_tts?ie=UTF-8&q=próba&tl=pl&client=tw-ob
wpadł,he fell,https://translate.google.com/translate_tts?ie=UTF-8&q=wpadł&tl=pl&client=tw-ob
wroga,enemy,https://translate.google.com/translate_tts?ie=UTF-8&q=wroga&tl=pl&client=tw-ob
dostała,she got,https://translate.google.com/translate_tts?ie=UTF-8&q=dostała&tl=pl&client=tw-ob
wierz,believe,https://translate.google.com/translate_tts?ie=UTF-8&q=wierz&tl=pl&client=tw-ob
zostawiła,left,https://translate.google.com/translate_tts?ie=UTF-8&q=zostawiła&tl=pl&client=tw-ob
rozwiązanie,solution,https://translate.google.com/translate_tts?ie=UTF-8&q=rozwiązanie&tl=pl&client=tw-ob
miejsc,places,https://translate.google.com/translate_tts?ie=UTF-8&q=miejsc&tl=pl&client=tw-ob
kochał,he loved,https://translate.google.com/translate_tts?ie=UTF-8&q=kochał&tl=pl&client=tw-ob
pełno,full,https://translate.google.com/translate_tts?ie=UTF-8&q=pełno&tl=pl&client=tw-ob
carl,Carl,https://translate.google.com/translate_tts?ie=UTF-8&q=carl&tl=pl&client=tw-ob
tylu,so many,https://translate.google.com/translate_tts?ie=UTF-8&q=tylu&tl=pl&client=tw-ob
zadziała,will work,https://translate.google.com/translate_tts?ie=UTF-8&q=zadziała&tl=pl&client=tw-ob
jezus,Jesus,https://translate.google.com/translate_tts?ie=UTF-8&q=jezus&tl=pl&client=tw-ob
wolałbym,I would rather,https://translate.google.com/translate_tts?ie=UTF-8&q=wolałbym&tl=pl&client=tw-ob
wielkiej,great,https://translate.google.com/translate_tts?ie=UTF-8&q=wielkiej&tl=pl&client=tw-ob
idiota,idiot,https://translate.google.com/translate_tts?ie=UTF-8&q=idiota&tl=pl&client=tw-ob
raka,cancer,https://translate.google.com/translate_tts?ie=UTF-8&q=raka&tl=pl&client=tw-ob
zasad,principles,https://translate.google.com/translate_tts?ie=UTF-8&q=zasad&tl=pl&client=tw-ob
południu,south,https://translate.google.com/translate_tts?ie=UTF-8&q=południu&tl=pl&client=tw-ob
klub,club,https://translate.google.com/translate_tts?ie=UTF-8&q=klub&tl=pl&client=tw-ob
kłamiesz,you lie,https://translate.google.com/translate_tts?ie=UTF-8&q=kłamiesz&tl=pl&client=tw-ob
kurde,damn,https://translate.google.com/translate_tts?ie=UTF-8&q=kurde&tl=pl&client=tw-ob
chwile,moments,https://translate.google.com/translate_tts?ie=UTF-8&q=chwile&tl=pl&client=tw-ob
piekła,hell,https://translate.google.com/translate_tts?ie=UTF-8&q=piekła&tl=pl&client=tw-ob
chuck,chuck,https://translate.google.com/translate_tts?ie=UTF-8&q=chuck&tl=pl&client=tw-ob
sensie,meaning,https://translate.google.com/translate_tts?ie=UTF-8&q=sensie&tl=pl&client=tw-ob
zajmij,take over,https://translate.google.com/translate_tts?ie=UTF-8&q=zajmij&tl=pl&client=tw-ob
kawał,piece,https://translate.google.com/translate_tts?ie=UTF-8&q=kawał&tl=pl&client=tw-ob
lily,Lily,https://translate.google.com/translate_tts?ie=UTF-8&q=lily&tl=pl&client=tw-ob
śladów,traces,https://translate.google.com/translate_tts?ie=UTF-8&q=śladów&tl=pl&client=tw-ob
powtarzam,I repeat,https://translate.google.com/translate_tts?ie=UTF-8&q=powtarzam&tl=pl&client=tw-ob
thomas,Thomas,https://translate.google.com/translate_tts?ie=UTF-8&q=thomas&tl=pl&client=tw-ob
najgorsze,the worst,https://translate.google.com/translate_tts?ie=UTF-8&q=najgorsze&tl=pl&client=tw-ob
zdarzyło,has happened,https://translate.google.com/translate_tts?ie=UTF-8&q=zdarzyło&tl=pl&client=tw-ob
środek,middle,https://translate.google.com/translate_tts?ie=UTF-8&q=środek&tl=pl&client=tw-ob
zdaniem,in mind,https://translate.google.com/translate_tts?ie=UTF-8&q=zdaniem&tl=pl&client=tw-ob
klienta,client,https://translate.google.com/translate_tts?ie=UTF-8&q=klienta&tl=pl&client=tw-ob
zostawcie,leave,https://translate.google.com/translate_tts?ie=UTF-8&q=zostawcie&tl=pl&client=tw-ob
funtów,pounds,https://translate.google.com/translate_tts?ie=UTF-8&q=funtów&tl=pl&client=tw-ob
wstyd,shame,https://translate.google.com/translate_tts?ie=UTF-8&q=wstyd&tl=pl&client=tw-ob
lady,lad,https://translate.google.com/translate_tts?ie=UTF-8&q=lady&tl=pl&client=tw-ob
wziąłem,I took,https://translate.google.com/translate_tts?ie=UTF-8&q=wziąłem&tl=pl&client=tw-ob
stworzyć,create,https://translate.google.com/translate_tts?ie=UTF-8&q=stworzyć&tl=pl&client=tw-ob
kłamie,lies,https://translate.google.com/translate_tts?ie=UTF-8&q=kłamie&tl=pl&client=tw-ob
planety,planets,https://translate.google.com/translate_tts?ie=UTF-8&q=planety&tl=pl&client=tw-ob
morderca,murderer,https://translate.google.com/translate_tts?ie=UTF-8&q=morderca&tl=pl&client=tw-ob
przeze,by,https://translate.google.com/translate_tts?ie=UTF-8&q=przeze&tl=pl&client=tw-ob
aha,I see,https://translate.google.com/translate_tts?ie=UTF-8&q=aha&tl=pl&client=tw-ob
odnośnie,with regard,https://translate.google.com/translate_tts?ie=UTF-8&q=odnośnie&tl=pl&client=tw-ob
para,couple,https://translate.google.com/translate_tts?ie=UTF-8&q=para&tl=pl&client=tw-ob
ciele,calf,https://translate.google.com/translate_tts?ie=UTF-8&q=ciele&tl=pl&client=tw-ob
połowie,half,https://translate.google.com/translate_tts?ie=UTF-8&q=połowie&tl=pl&client=tw-ob
filmie,film,https://translate.google.com/translate_tts?ie=UTF-8&q=filmie&tl=pl&client=tw-ob
bazy,database,https://translate.google.com/translate_tts?ie=UTF-8&q=bazy&tl=pl&client=tw-ob
czyste,clear,https://translate.google.com/translate_tts?ie=UTF-8&q=czyste&tl=pl&client=tw-ob
jeff,Jeff,https://translate.google.com/translate_tts?ie=UTF-8&q=jeff&tl=pl&client=tw-ob
wymiar,dimension,https://translate.google.com/translate_tts?ie=UTF-8&q=wymiar&tl=pl&client=tw-ob
świadków,witnesses,https://translate.google.com/translate_tts?ie=UTF-8&q=świadków&tl=pl&client=tw-ob
dowiem,I will find out,https://translate.google.com/translate_tts?ie=UTF-8&q=dowiem&tl=pl&client=tw-ob
władzy,power,https://translate.google.com/translate_tts?ie=UTF-8&q=władzy&tl=pl&client=tw-ob
amen,Amen,https://translate.google.com/translate_tts?ie=UTF-8&q=amen&tl=pl&client=tw-ob
chloe,chloe,https://translate.google.com/translate_tts?ie=UTF-8&q=chloe&tl=pl&client=tw-ob
wysoko,high,https://translate.google.com/translate_tts?ie=UTF-8&q=wysoko&tl=pl&client=tw-ob
rachunek,Bill,https://translate.google.com/translate_tts?ie=UTF-8&q=rachunek&tl=pl&client=tw-ob
sypialni,bedroom,https://translate.google.com/translate_tts?ie=UTF-8&q=sypialni&tl=pl&client=tw-ob
dosłownie,literally,https://translate.google.com/translate_tts?ie=UTF-8&q=dosłownie&tl=pl&client=tw-ob
piekło,hell,https://translate.google.com/translate_tts?ie=UTF-8&q=piekło&tl=pl&client=tw-ob
mężczyzny,man,https://translate.google.com/translate_tts?ie=UTF-8&q=mężczyzny&tl=pl&client=tw-ob
cudowne,wonderful,https://translate.google.com/translate_tts?ie=UTF-8&q=cudowne&tl=pl&client=tw-ob
czekał,was waiting,https://translate.google.com/translate_tts?ie=UTF-8&q=czekał&tl=pl&client=tw-ob
gratuluję,congratulations,https://translate.google.com/translate_tts?ie=UTF-8&q=gratuluję&tl=pl&client=tw-ob
pozwólcie,let me,https://translate.google.com/translate_tts?ie=UTF-8&q=pozwólcie&tl=pl&client=tw-ob
załatwię,I will arrange,https://translate.google.com/translate_tts?ie=UTF-8&q=załatwię&tl=pl&client=tw-ob
helen,Helen,https://translate.google.com/translate_tts?ie=UTF-8&q=helen&tl=pl&client=tw-ob
włosów,hair,https://translate.google.com/translate_tts?ie=UTF-8&q=włosów&tl=pl&client=tw-ob
potrafią,they can do,https://translate.google.com/translate_tts?ie=UTF-8&q=potrafią&tl=pl&client=tw-ob
josh,Josh,https://translate.google.com/translate_tts?ie=UTF-8&q=josh&tl=pl&client=tw-ob
dotąd,so far,https://translate.google.com/translate_tts?ie=UTF-8&q=dotąd&tl=pl&client=tw-ob
przystojny,handsome,https://translate.google.com/translate_tts?ie=UTF-8&q=przystojny&tl=pl&client=tw-ob
simon,Simon,https://translate.google.com/translate_tts?ie=UTF-8&q=simon&tl=pl&client=tw-ob
głównie,mainly,https://translate.google.com/translate_tts?ie=UTF-8&q=głównie&tl=pl&client=tw-ob
dupku,asshole,https://translate.google.com/translate_tts?ie=UTF-8&q=dupku&tl=pl&client=tw-ob
hank,hank,https://translate.google.com/translate_tts?ie=UTF-8&q=hank&tl=pl&client=tw-ob
niewinny,innocent,https://translate.google.com/translate_tts?ie=UTF-8&q=niewinny&tl=pl&client=tw-ob
swojemu,your own,https://translate.google.com/translate_tts?ie=UTF-8&q=swojemu&tl=pl&client=tw-ob
piersi,breasts,https://translate.google.com/translate_tts?ie=UTF-8&q=piersi&tl=pl&client=tw-ob
oddział,branch,https://translate.google.com/translate_tts?ie=UTF-8&q=oddział&tl=pl&client=tw-ob
złą,bad,https://translate.google.com/translate_tts?ie=UTF-8&q=złą&tl=pl&client=tw-ob
słuchasz,you are listening,https://translate.google.com/translate_tts?ie=UTF-8&q=słuchasz&tl=pl&client=tw-ob
komórki,cells,https://translate.google.com/translate_tts?ie=UTF-8&q=komórki&tl=pl&client=tw-ob
starszy,older,https://translate.google.com/translate_tts?ie=UTF-8&q=starszy&tl=pl&client=tw-ob
okiem,eye,https://translate.google.com/translate_tts?ie=UTF-8&q=okiem&tl=pl&client=tw-ob
firmę,company,https://translate.google.com/translate_tts?ie=UTF-8&q=firmę&tl=pl&client=tw-ob
smith,smith,https://translate.google.com/translate_tts?ie=UTF-8&q=smith&tl=pl&client=tw-ob
kurs,course,https://translate.google.com/translate_tts?ie=UTF-8&q=kurs&tl=pl&client=tw-ob
lois,Lois,https://translate.google.com/translate_tts?ie=UTF-8&q=lois&tl=pl&client=tw-ob
pomyłka,mistake,https://translate.google.com/translate_tts?ie=UTF-8&q=pomyłka&tl=pl&client=tw-ob
znalazłaś,you found,https://translate.google.com/translate_tts?ie=UTF-8&q=znalazłaś&tl=pl&client=tw-ob
ust,mouth,https://translate.google.com/translate_tts?ie=UTF-8&q=ust&tl=pl&client=tw-ob
prawej,right,https://translate.google.com/translate_tts?ie=UTF-8&q=prawej&tl=pl&client=tw-ob
bilet,ticket,https://translate.google.com/translate_tts?ie=UTF-8&q=bilet&tl=pl&client=tw-ob
stanów,states,https://translate.google.com/translate_tts?ie=UTF-8&q=stanów&tl=pl&client=tw-ob
pomimo,despite,https://translate.google.com/translate_tts?ie=UTF-8&q=pomimo&tl=pl&client=tw-ob
starym,old,https://translate.google.com/translate_tts?ie=UTF-8&q=starym&tl=pl&client=tw-ob
drużyna,team,https://translate.google.com/translate_tts?ie=UTF-8&q=drużyna&tl=pl&client=tw-ob
sukces,success,https://translate.google.com/translate_tts?ie=UTF-8&q=sukces&tl=pl&client=tw-ob
bronić,defend,https://translate.google.com/translate_tts?ie=UTF-8&q=bronić&tl=pl&client=tw-ob
łazienki,bathrooms,https://translate.google.com/translate_tts?ie=UTF-8&q=łazienki&tl=pl&client=tw-ob
ważna,important,https://translate.google.com/translate_tts?ie=UTF-8&q=ważna&tl=pl&client=tw-ob
szansy,chances,https://translate.google.com/translate_tts?ie=UTF-8&q=szansy&tl=pl&client=tw-ob
decyzji,decision,https://translate.google.com/translate_tts?ie=UTF-8&q=decyzji&tl=pl&client=tw-ob
świadka,witness,https://translate.google.com/translate_tts?ie=UTF-8&q=świadka&tl=pl&client=tw-ob
dali,give,https://translate.google.com/translate_tts?ie=UTF-8&q=dali&tl=pl&client=tw-ob
litość,mercy,https://translate.google.com/translate_tts?ie=UTF-8&q=litość&tl=pl&client=tw-ob
musieliśmy,We had to,https://translate.google.com/translate_tts?ie=UTF-8&q=musieliśmy&tl=pl&client=tw-ob
przeznaczenie,destiny,https://translate.google.com/translate_tts?ie=UTF-8&q=przeznaczenie&tl=pl&client=tw-ob
jackie,Jackie,https://translate.google.com/translate_tts?ie=UTF-8&q=jackie&tl=pl&client=tw-ob
dowiedział,he found out,https://translate.google.com/translate_tts?ie=UTF-8&q=dowiedział&tl=pl&client=tw-ob
pyta,asks,https://translate.google.com/translate_tts?ie=UTF-8&q=pyta&tl=pl&client=tw-ob
tv,tv,https://translate.google.com/translate_tts?ie=UTF-8&q=tv&tl=pl&client=tw-ob
strona,side,https://translate.google.com/translate_tts?ie=UTF-8&q=strona&tl=pl&client=tw-ob
nareszcie,at last,https://translate.google.com/translate_tts?ie=UTF-8&q=nareszcie&tl=pl&client=tw-ob
niemal,almost,https://translate.google.com/translate_tts?ie=UTF-8&q=niemal&tl=pl&client=tw-ob
szukają,are looking,https://translate.google.com/translate_tts?ie=UTF-8&q=szukają&tl=pl&client=tw-ob
postawić,put,https://translate.google.com/translate_tts?ie=UTF-8&q=postawić&tl=pl&client=tw-ob
pracą,Work,https://translate.google.com/translate_tts?ie=UTF-8&q=pracą&tl=pl&client=tw-ob
anna,Anna,https://translate.google.com/translate_tts?ie=UTF-8&q=anna&tl=pl&client=tw-ob
operacja,operation,https://translate.google.com/translate_tts?ie=UTF-8&q=operacja&tl=pl&client=tw-ob
starych,old,https://translate.google.com/translate_tts?ie=UTF-8&q=starych&tl=pl&client=tw-ob
dostaje,gets,https://translate.google.com/translate_tts?ie=UTF-8&q=dostaje&tl=pl&client=tw-ob
